เมาเนิบๆ,เอกพจน์ วงศ์นาค,
ไม่รักอย่ามอง,เอกพจน์ วงศ์นาค,
ไม่รักอีกแล้ว,เอกพจน์ วงศ์นาค,
ยิ้มสยบโลก,เอกพจน์ วงศ์นาค,
รักเพราะรอยยิ้ม,เอกพจน์ วงศ์นาค,
รักล้นอุรา,เอกพจน์ วงศ์นาค,
เรารอเขาลืม,เอกพจน์ วงศ์นาค,
ลาก่อนคนสวย,เอกพจน์ วงศ์นาค,
ลาน้องสองปี,เอกพจน์ วงศ์นาค,
วัยรุ่นขี้ลืม,เอกพจน์ วงศ์นาค,
วิมานคนจน,เอกพจน์ วงศ์นาค,
ส่งรักส่งยิ้ม,เอกพจน์ วงศ์นาค,
สบายเรา,เอกพจน์ วงศ์นาค,
สวยนักเดี๋ยวรักหรอก,เอกพจน์ วงศ์นาค,
สวยไม่สร่าง,เอกพจน์ วงศ์นาค,
สวรรค์ชั่วคราว,เอกพจน์ วงศ์นาค,
สอนจูบ,เอกพจน์ วงศ์นาค,
สัญญาหน้าจันทร์,เอกพจน์ วงศ์นาค,
สายไปหรือเปล่า,เอกพจน์ วงศ์นาค,
สาริกาไร้รัง,เอกพจน์ วงศ์นาค,
สาวน้อยเอย,เอกพจน์ วงศ์นาค,
สาวโรงงานคนสวย,เอกพจน์ วงศ์นาค,
สิ้นเดือนสะเทือนใจ,เอกพจน์ วงศ์นาค,
เสน่ห์ครูก.ท.ม.,เอกพจน์ วงศ์นาค,
หนุ่มทุ่งคอยเธอ,เอกพจน์ วงศ์นาค,
ห่วงครูปักษ์ใต้,เอกพจน์ วงศ์นาค,
ห้องนอนคนจน,เอกพจน์ วงศ์นาค,
หาแฟนแดนอีสาน,เอกพจน์ วงศ์นาค,
เหตุบังเอิญ,เอกพจน์ วงศ์นาค,
เห็นเขากอดกัน,เอกพจน์ วงศ์นาค,
อดีตที่ไม่ดับ,เอกพจน์ วงศ์นาค,
อดีตรักนครชัยศรี,เอกพจน์ วงศ์นาค,
อยากลองรักเธอ,เอกพจน์ วงศ์นาค,
อยู่ไกลใครก็ลืม,เอกพจน์ วงศ์นาค,
อีแต๋นไอ้ต๋อย,เอกพจน์ วงศ์นาค,
เอกพจน์มาแล้ว,เอกพจน์ วงศ์นาค,
แอบฝัน,เอกพจน์ วงศ์นาค,
ไอ้ทุยรอนาย,เอกพจน์ วงศ์นาค,
ไอ้หนุ่ม ต.ช.ด.,เอกพจน์ วงศ์นาค,
ไอ้หนุ่มทางหลวง,เอกพจน์ วงศ์นาค,
สัญญาหน้าจันทร์,เอกพจน์ วงศ์นาค สุนารี ราชสีมา,
รักคนที่เขาไม่รักเรา,เอ้กสลิลภร เสร็จกิจ,
สมเสร็จแหม็ดหม้อ,เอ โนเนม,
ฉัดถุน,เอ็ม วันเวย์,
นอนหราง,เอ็มวันเวย์,
ปลาฉลามขึ้นบก,แอม พลธรายุทธ,
รางวัลแด่คนช่างฝัน,แอม ฟอร์มาลิน,
หมาลอบกัด,แอม ฟอร์มาลิน,
เหตุผลคนอ้อร้อ,แอม ฟอร์มาลิน,
กีตาร์สายเพี้ยน,แอม ฟอร์มาลีน,
ไก่เถื่อน,แอม ฟอร์มาลีน,
คืนสุดท้าย ที่เรียกว่าแฟน,แอม ฟอร์มาลีน,
คุณไม่รักทำไมไม่บอก,แอม ฟอร์มาลีน,
เทพบุตรสายเหลือง,แอม ฟอร์มาลีน,
โนราห์ปีกหัก,แอม ฟอร์มาลีน,
มันมากับความเมา,แอม ฟอร์มาลีน,
เมียตายค่อยไลน์มา,แอม ฟอร์มาลีน,
ไม่ใช่นกกรงหัวจุก,แอม ฟอร์มาลีน,
ว่าพรือ,แอม ฟอร์มาลีน,
อยากมีเมีย,แอม ฟอร์มาลีน,
ฝันดี,แอม ภัทริยา,
มีแฟนหล่อกลุ้มใจ,แอม ภัทริยา,
คนสิ้นคิด,แอม ภัทริยา รัตนพันธ์,
ใจง่าย,แอม ภัทริยา รัตนพันธ์,
ทหารที่รัก,แอม ภัทริยา รัตนพันธ์,
นักร้องโนเนม,แอม ภัทริยา รัตนพันธ์,
ยิ่งรักยิ่งคิดถึง,แอม ภัทริยา รัตนพันธ์,
ขี้มูกกื้ด,แอม ศรนรินทร์,
หมาหัวเน่า,แอม ศรนรินทร์,
เห็นเด๊ะ,แอม ศรนรินทร์,
อยากให้เจ้าฮู้,แอม ศรนรินทร์,
จดหมายผิดซองเพราะลองใจ,แอร์ สุชาวดี,
จะฝันถึงเธอ,แอร์ สุชาวดี,
ใจหายหมดเลย,แอร์ สุชาวดี,
ชมนก,แอร์ สุชาวดี,
ติด ร. วิชาลืม,แอร์ สุชาวดี,
ในห้องฉัน,แอร์ สุชาวดี,
โบ๋เบ๋,แอร์ สุชาวดี,
รักได้แต่ต้องรอ,แอร์ สุชาวดี,
หนูไม่เคย,แอร์ สุชาวดี,
หนูไม่อยากเป็นสาว,แอร์ สุชาวดี,
อยากลองรัก,แอร์ สุชาวดี,
